Date,D0,Value
1982-05,3M1,
1982-05,3M2,
1982-05,3M3,
1982-05,3M4,
1982-06,SARON,
1982-06,1TGT,0.0
1982-06,EG3M,
1982-06,1M,
1982-06,3M0,
1982-06,6M,
1982-06,12M,
1982-06,3M1,
1982-06,3M2,
1982-06,3M3,
1982-06,3M4,
1982-07,SARON,
1982-07,1TGT,0.5625
1982-07,EG3M,
1982-07,1M,
1982-07,3M0,
1982-07,6M,
1982-07,12M,
1982-07,3M1,
1982-07,3M2,
1982-07,3M3,
1982-07,3M4,
1982-08,SARON,
1982-08,1TGT,0.0
1982-08,EG3M,
1982-08,1M,
1982-08,3M0,
1982-08,6M,
1982-08,12M,
1982-08,3M1,
1982-08,3M2,
1982-08,3M3,
1982-08,3M4,
1982-09,SARON,
1982-09,1TGT,0.75
1982-09,EG3M,
1982-09,1M,
1982-09,3M0,
1982-09,6M,
1982-09,12M,
1982-09,3M1,
1982-09,3M2,
1982-09,3M3,
1982-09,3M4,
1982-10,SARON,
1982-10,1TGT,1.0
1982-10,EG3M,
1982-10,1M,
1982-10,3M0,
1982-10,6M,
1982-10,12M,
1982-10,3M1,
1982-10,3M2,
1982-10,3M3,
1982-10,3M4,
1982-11,SARON,
1982-11,1TGT,1.125
1982-11,EG3M,
1982-11,1M,
1982-11,3M0,
1982-11,6M,
1982-11,12M,
1982-11,3M1,
1982-11,3M2,
1982-11,3M3,
1982-11,3M4,
1982-12,SARON,
1982-12,1TGT,0.0
1982-12,EG3M,
1982-12,1M,
1982-12,3M0,
1982-12,6M,
1982-12,12M,
1982-12,3M1,
1982-12,3M2,
1982-12,3M3,
1982-12,3M4,
1983-01,SARON,
1983-01,1TGT,1.5
1983-01,EG3M,
1983-01,1M,
1983-01,3M0,
1983-01,6M,
1983-01,12M,
1983-01,3M1,
1983-01,3M2,
1983-01,3M3,
1983-01,3M4,
1983-02,SARON,
1983-02,1TGT,0.6875
1983-02,EG3M,
1983-02,1M,
1983-02,3M0,
1983-02,6M,
1983-02,12M,
1983-02,3M1,
1983-02,3M2,
1983-02,3M3,
1983-02,3M4,
1983-03,SARON,
1983-03,1TGT,3.0625
1983-03,EG3M,
1983-03,1M,
1983-03,3M0,
1983-03,6M,
1983-03,12M,
1983-03,3M1,
1983-03,3M2,
1983-03,3M3,
1983-03,3M4,
1983-04,SARON,
1983-04,1TGT,0.125
1983-04,EG3M,
1983-04,1M,
1983-04,3M0,
1983-04,6M,
1983-04,12M,
1983-04,3M1,
1983-04,3M2,
1983-04,3M3,
1983-04,3M4,
1983-05,SARON,
1983-05,1TGT,2.6875
1983-05,EG3M,
1983-05,1M,
1983-05,3M0,
1983-05,6M,
1983-05,12M,
1983-05,3M1,
1983-05,3M2,
1983-05,3M3,
1983-05,3M4,
1983-06,SARON,
1983-06,1TGT,2.1875
1983-06,EG3M,
1983-06,1M,
1983-06,3M0,
1983-06,6M,
1983-06,12M,
1983-06,3M1,
1983-06,3M2,
1983-06,3M3,
1983-06,3M4,
1983-07,SARON,
1983-07,1TGT,2.625
1983-07,EG3M,
1983-07,1M,
1983-07,3M0,
1983-07,6M,
1983-07,12M,
1983-07,3M1,
1983-07,3M2,
1983-07,3M3,
1983-07,3M4,
1983-08,SARON,
1983-08,1TGT,1.375
1983-08,EG3M,
1983-08,1M,
1983-08,3M0,
1983-08,6M,
1983-08,12M,
1983-08,3M1,
1983-08,3M2,
1983-08,3M3,
1983-08,3M4,
1983-09,SARON,
1983-09,1TGT,0.375
1983-09,EG3M,
1983-09,1M,
1983-09,3M0,
1983-09,6M,
1983-09,12M,
1983-09,3M1,
1983-09,3M2,
1983-09,3M3,
1983-09,3M4,
1983-10,SARON,
1983-10,1TGT,0.25
1983-10,EG3M,
1983-10,1M,
1983-10,3M0,
1983-10,6M,
1983-10,12M,
1983-10,3M1,
1983-10,3M2,
1983-10,3M3,
1983-10,3M4,
1983-11,SARON,
1983-11,1TGT,0.5
1983-11,EG3M,
1983-11,1M,
1983-11,3M0,
1983-11,6M,
1983-11,12M,
1983-11,3M1,
1983-11,3M2,
1983-11,3M3,
1983-11,3M4,
1983-12,SARON,
1983-12,1TGT,0.9375
1983-12,EG3M,
1983-12,1M,
1983-12,3M0,
1983-12,6M,
1983-12,12M,
1983-12,3M1,
1983-12,3M2,
1983-12,3M3,
1983-12,3M4,
1984-01,SARON,
1984-01,1TGT,0.875
1984-01,EG3M,
1984-01,1M,
1984-01,3M0,
1984-01,6M,
1984-01,12M,
1984-01,3M1,
1984-01,3M2,
1984-01,3M3,
1984-01,3M4,
1984-02,SARON,
1984-02,1TGT,0.9375
1984-02,EG3M,
1984-02,1M,
1984-02,3M0,
1984-02,6M,
1984-02,12M,
1984-02,3M1,
1984-02,3M2,
1984-02,3M3,
1984-02,3M4,
1984-03,SARON,
1984-03,1TGT,0.9375
1984-03,EG3M,
1984-03,1M,
1984-03,3M0,
1984-03,6M,
1984-03,12M,
1984-03,3M1,
1984-03,3M2,
1984-03,3M3,
1984-03,3M4,
1984-04,SARON,
1984-04,1TGT,2.75
1984-04,EG3M,
1984-04,1M,
1984-04,3M0,
1984-04,6M,
1984-04,12M,
1984-04,3M1,
1984-04,3M2,
1984-04,3M3,
1984-04,3M4,
1984-05,SARON,
1984-05,1TGT,0.875
1984-05,EG3M,
1984-05,1M,
1984-05,3M0,
1984-05,6M,
1984-05,12M,
1984-05,3M1,
1984-05,3M2,
1984-05,3M3,
1984-05,3M4,
1984-06,SARON,
1984-06,1TGT,0.5
1984-06,EG3M,
1984-06,1M,
1984-06,3M0,
1984-06,6M,
1984-06,12M,
1984-06,3M1,
1984-06,3M2,
1984-06,3M3,
1984-06,3M4,
1984-07,SARON,
1984-07,1TGT,1.9375
1984-07,EG3M,
1984-07,1M,
1984-07,3M0,
1984-07,6M,
1984-07,12M,
1984-07,3M1,
1984-07,3M2,
1984-07,3M3,
1984-07,3M4,
1984-08,SARON,
1984-08,1TGT,0.8125
1984-08,EG3M,
1984-08,1M,
1984-08,3M0,
1984-08,6M,
1984-08,12M,
1984-08,3M1,
1984-08,3M2,
1984-08,3M3,
1984-08,3M4,
1984-09,SARON,
1984-09,1TGT,0.5625
1984-09,EG3M,
1984-09,1M,
1984-09,3M0,
1984-09,6M,
1984-09,12M,
1984-09,3M1,
1984-09,3M2,
1984-09,3M3,
1984-09,3M4,
1984-10,SARON,
1984-10,1TGT,1.5
1984-10,EG3M,
1984-10,1M,
1984-10,3M0,
1984-10,6M,
1984-10,12M,
1984-10,3M1,
1984-10,3M2,
1984-10,3M3,
1984-10,3M4,
1984-11,SARON,
1984-11,1TGT,0.5
1984-11,EG3M,
1984-11,1M,
1984-11,3M0,
1984-11,6M,
1984-11,12M,
1984-11,3M1,
1984-11,3M2,
1984-11,3M3,
1984-11,3M4,
1984-12,SARON,
1984-12,1TGT,6.625
1984-12,EG3M,
1984-12,1M,
1984-12,3M0,
1984-12,6M,
1984-12,12M,
1984-12,3M1,
1984-12,3M2,
1984-12,3M3,
1984-12,3M4,
1985-01,SARON,
1985-01,1TGT,1.1875
1985-01,EG3M,
1985-01,1M,
1985-01,3M0,
1985-01,6M,
1985-01,12M,
1985-01,3M1,
1985-01,3M2,
1985-01,3M3,
1985-01,3M4,
1985-02,SARON,
1985-02,1TGT,1.625
1985-02,EG3M,
1985-02,1M,
1985-02,3M0,
1985-02,6M,
1985-02,12M,
1985-02,3M1,
1985-02,3M2,
1985-02,3M3,
1985-02,3M4,
1985-03,SARON,
1985-03,1TGT,0.0
1985-03,EG3M,
1985-03,1M,
1985-03,3M0,
1985-03,6M,
1985-03,12M,
1985-03,3M1,
1985-03,3M2,
1985-03,3M3,
1985-03,3M4,
1985-04,SARON,
1985-04,1TGT,0.6875
1985-04,EG3M,
1985-04,1M,
1985-04,3M0,
1985-04,6M,
1985-04,12M,
1985-04,3M1,
1985-04,3M2,
1985-04,3M3,
1985-04,3M4,
1985-05,SARON,
1985-05,1TGT,0.75
1985-05,EG3M,
1985-05,1M,
1985-05,3M0,
1985-05,6M,
1985-05,12M,
1985-05,3M1,
1985-05,3M2,
1985-05,3M3,
1985-05,3M4,
1985-06,SARON,
1985-06,1TGT,1.0
1985-06,EG3M,
1985-06,1M,
1985-06,3M0,
1985-06,6M,
1985-06,12M,
1985-06,3M1,
1985-06,3M2,
1985-06,3M3,
1985-06,3M4,
1985-07,SARON,
1985-07,1TGT,0.6875
1985-07,EG3M,
1985-07,1M,
1985-07,3M0,
1985-07,6M,
1985-07,12M,
1985-07,3M1,
1985-07,3M2,
1985-07,3M3,
1985-07,3M4,
1985-08,SARON,
1985-08,1TGT,0.75
1985-08,EG3M,
1985-08,1M,
1985-08,3M0,
1985-08,6M,
1985-08,12M,
1985-08,3M1,
1985-08,3M2,
1985-08,3M3,
1985-08,3M4,
1985-09,SARON,
1985-09,1TGT,0.0625
1985-09,EG3M,
1985-09,1M,
1985-09,3M0,
1985-09,6M,
1985-09,12M,
1985-09,3M1,
1985-09,3M2,
1985-09,3M3,
1985-09,3M4,
1985-10,SARON,
1985-10,1TGT,0.0
1985-10,EG3M,
1985-10,1M,
1985-10,3M0,
1985-10,6M,
1985-10,12M,
1985-10,3M1,
1985-10,3M2,
1985-10,3M3,
1985-10,3M4,
1985-11,SARON,
1985-11,1TGT,0.6875
1985-11,EG3M,
1985-11,1M,
1985-11,3M0,
1985-11,6M,
1985-11,12M,
1985-11,3M1,
1985-11,3M2,
1985-11,3M3,
1985-11,3M4,
1985-12,SARON,
1985-12,1TGT,1.25
1985-12,EG3M,
1985-12,1M,
1985-12,3M0,
1985-12,6M,
1985-12,12M,
1985-12,3M1,
1985-12,3M2,
1985-12,3M3,
1985-12,3M4,
1986-01,SARON,
1986-01,1TGT,0.75
1986-01,EG3M,
1986-01,1M,
1986-01,3M0,
1986-01,6M,
1986-01,12M,
1986-01,3M1,
1986-01,3M2,
1986-01,3M3,
1986-01,3M4,
1986-02,SARON,
1986-02,1TGT,2.125
1986-02,EG3M,
1986-02,1M,
1986-02,3M0,
1986-02,6M,
1986-02,12M,
1986-02,3M1,
1986-02,3M2,
1986-02,3M3,
1986-02,3M4,
1986-03,SARON,
1986-03,1TGT,1.8125
1986-03,EG3M,
1986-03,1M,
1986-03,3M0,
1986-03,6M,
1986-03,12M,
1986-03,3M1,
1986-03,3M2,
1986-03,3M3,
1986-03,3M4,
1986-04,SARON,
1986-04,1TGT,1.0
1986-04,EG3M,
1986-04,1M,
1986-04,3M0,
1986-04,6M,
1986-04,12M,
1986-04,3M1,
1986-04,3M2,
1986-04,3M3,
1986-04,3M4,
1986-05,SARON,
1986-05,1TGT,0.8125
1986-05,EG3M,
1986-05,1M,
1986-05,3M0,
1986-05,6M,
1986-05,12M,
1986-05,3M1,
1986-05,3M2,
1986-05,3M3,
1986-05,3M4,
1986-06,SARON,
1986-06,1TGT,0.9375
1986-06,EG3M,
1986-06,1M,
1986-06,3M0,
1986-06,6M,
1986-06,12M,
1986-06,3M1,
1986-06,3M2,
1986-06,3M3,
1986-06,3M4,
1986-07,SARON,
1986-07,1TGT,0.75
1986-07,EG3M,
1986-07,1M,
1986-07,3M0,
1986-07,6M,
1986-07,12M,
1986-07,3M1,
1986-07,3M2,
1986-07,3M3,
1986-07,3M4,
1986-08,SARON,
1986-08,1TGT,1.5625
1986-08,EG3M,
1986-08,1M,
1986-08,3M0,
1986-08,6M,
1986-08,12M,
1986-08,3M1,
1986-08,3M2,
1986-08,3M3,
1986-08,3M4,
1986-09,SARON,
1986-09,1TGT,0.0
1986-09,EG3M,
1986-09,1M,
1986-09,3M0,
1986-09,6M,
1986-09,12M,
1986-09,3M1,
1986-09,3M2,
1986-09,3M3,
1986-09,3M4,
1986-10,SARON,
1986-10,1TGT,0.25
1986-10,EG3M,
1986-10,1M,
1986-10,3M0,
1986-10,6M,
1986-10,12M,
1986-10,3M1,
1986-10,3M2,
1986-10,3M3,
1986-10,3M4,
1986-11,SARON,
1986-11,1TGT,0.5
1986-11,EG3M,
1986-11,1M,
1986-11,3M0,
1986-11,6M,
1986-11,12M,
1986-11,3M1,
1986-11,3M2,
1986-11,3M3,
1986-11,3M4,
1986-12,SARON,
1986-12,1TGT,2.5
1986-12,EG3M,
1986-12,1M,
1986-12,3M0,
1986-12,6M,
1986-12,12M,
1986-12,3M1,
1986-12,3M2,
1986-12,3M3,
1986-12,3M4,
1987-01,SARON,
1987-01,1TGT,2.5
1987-01,EG3M,
1987-01,1M,
1987-01,3M0,
1987-01,6M,
1987-01,12M,
1987-01,3M1,6.25
1987-01,3M2,
1987-01,3M3,11.125
1987-01,3M4,
1987-02,SARON,
1987-02,1TGT,2.875
1987-02,EG3M,
1987-02,1M,
1987-02,3M0,
1987-02,6M,
1987-02,12M,
1987-02,3M1,6.4375
1987-02,3M2,
1987-02,3M3,10.85938
1987-02,3M4,
1987-03,SARON,
1987-03,1TGT,0.875
1987-03,EG3M,
1987-03,1M,
1987-03,3M0,
1987-03,6M,
1987-03,12M,
1987-03,3M1,6.6875
1987-03,3M2,
1987-03,3M3,10.0
1987-03,3M4,
1987-04,SARON,
1987-04,1TGT,2.0
1987-04,EG3M,
1987-04,1M,
1987-04,3M0,
1987-04,6M,
1987-04,12M,
1987-04,3M1,7.125
1987-04,3M2,
1987-04,3M3,9.375
1987-04,3M4,
1987-05,SARON,
1987-05,1TGT,1.5625
1987-05,EG3M,
1987-05,1M,
1987-05,3M0,
1987-05,6M,
1987-05,12M,
1987-05,3M1,7.375
1987-05,3M2,
1987-05,3M3,9.0
1987-05,3M4,
1987-06,SARON,
1987-06,1TGT,2.8125
1987-06,EG3M,
1987-06,1M,
1987-06,3M0,
1987-06,6M,
1987-06,12M,
1987-06,3M1,7.1875
1987-06,3M2,
1987-06,3M3,9.25
1987-06,3M4,
1987-07,SARON,
1987-07,1TGT,2.3125
1987-07,EG3M,
1987-07,1M,
1987-07,3M0,
1987-07,6M,
1987-07,12M,
1987-07,3M1,7.0
1987-07,3M2,
1987-07,3M3,9.39063
1987-07,3M4,
1987-08,SARON,
1987-08,1TGT,1.5625
1987-08,EG3M,
1987-08,1M,
1987-08,3M0,
1987-08,6M,
1987-08,12M,
1987-08,3M1,7.1875
1987-08,3M2,
1987-08,3M3,10.4375
1987-08,3M4,
1987-09,SARON,
1987-09,1TGT,0.75
1987-09,EG3M,
1987-09,1M,
1987-09,3M0,
1987-09,6M,
1987-09,12M,
1987-09,3M1,8.375
1987-09,3M2,
1987-09,3M3,10.3125
1987-09,3M4,
1987-10,SARON,
1987-10,1TGT,1.1875
1987-10,EG3M,
1987-10,1M,
1987-10,3M0,
1987-10,6M,
1987-10,12M,
1987-10,3M1,7.625
1987-10,3M2,
1987-10,3M3,9.25
1987-10,3M4,
1987-11,SARON,
1987-11,1TGT,1.25
1987-11,EG3M,
1987-11,1M,
1987-11,3M0,
1987-11,6M,
1987-11,12M,
1987-11,3M1,8.0
1987-11,3M2,
1987-11,3M3,9.0
1987-11,3M4,
1987-12,SARON,
1987-12,1TGT,0.0
1987-12,EG3M,
1987-12,1M,
1987-12,3M0,
1987-12,6M,
1987-12,12M,
1987-12,3M1,7.4375
1987-12,3M2,
1987-12,3M3,7.4375
1987-12,3M4,
1988-01,SARON,
1988-01,1TGT,0.5625
1988-01,EG3M,
1988-01,1M,
1988-01,3M0,
1988-01,6M,
1988-01,12M,
1988-01,3M1,6.9375
1988-01,3M2,
1988-01,3M3,8.8125
1988-01,3M4,
1988-02,SARON,
1988-02,1TGT,0.5625
1988-02,EG3M,
1988-02,1M,
1988-02,3M0,
1988-02,6M,
1988-02,12M,
1988-02,3M1,6.8125
1988-02,3M2,
1988-02,3M3,9.39063
1988-02,3M4,
1988-03,SARON,
1988-03,1TGT,1.375
1988-03,EG3M,
1988-03,1M,
1988-03,3M0,
1988-03,6M,
1988-03,12M,
1988-03,3M1,6.90625
1988-03,3M2,
1988-03,3M3,8.6875
1988-03,3M4,
1988-04,SARON,
1988-04,1TGT,1.75
1988-04,EG3M,
1988-04,1M,
1988-04,3M0,
1988-04,6M,
1988-04,12M,
1988-04,3M1,7.3125
1988-04,3M2,
1988-04,3M3,8.46875
1988-04,3M4,
1988-05,SARON,
1988-05,1TGT,2.75
1988-05,EG3M,
1988-05,1M,
1988-05,3M0,
1988-05,6M,
1988-05,12M,
1988-05,3M1,7.75
1988-05,3M2,
1988-05,3M3,7.75
1988-05,3M4,
1988-06,SARON,
1988-06,1TGT,3.25
1988-06,EG3M,
1988-06,1M,
1988-06,3M0,
1988-06,6M,
1988-06,12M,
1988-06,3M1,7.9375
1988-06,3M2,
1988-06,3M3,9.9375
1988-06,3M4,
1988-07,SARON,
1988-07,1TGT,2.6875
1988-07,EG3M,
1988-07,1M,
1988-07,3M0,
1988-07,6M,
1988-07,12M,
1988-07,3M1,8.4375
1988-07,3M2,
1988-07,3M3,10.92188
1988-07,3M4,
1988-08,SARON,
1988-08,1TGT,3.0625
1988-08,EG3M,
1988-08,1M,
1988-08,3M0,
1988-08,6M,
1988-08,12M,
1988-08,3M1,8.5625
1988-08,3M2,
1988-08,3M3,12.3125
1988-08,3M4,
1988-09,SARON,
1988-09,1TGT,2.25
1988-09,EG3M,
1988-09,1M,
1988-09,3M0,
1988-09,6M,
1988-09,12M,
1988-09,3M1,8.625
1988-09,3M2,
1988-09,3M3,12.0
1988-09,3M4,
1988-10,SARON,
1988-10,1TGT,3.4375
1988-10,EG3M,
1988-10,1M,
1988-10,3M0,
1988-10,6M,
1988-10,12M,
1988-10,3M1,8.625
1988-10,3M2,
1988-10,3M3,12.09375
1988-10,3M4,
1988-11,SARON,
1988-11,1TGT,4.5
1988-11,EG3M,
1988-11,1M,
1988-11,3M0,
1988-11,6M,
1988-11,12M,
1988-11,3M1,9.3125
1988-11,3M2,
1988-11,3M3,13.1875
1988-11,3M4,
1988-12,SARON,
1988-12,1TGT,4.6875
1988-12,EG3M,
1988-12,1M,
1988-12,3M0,
1988-12,6M,
1988-12,12M,
1988-12,3M1,9.3125
1988-12,3M2,
1988-12,3M3,13.1875
1988-12,3M4,
1989-01,SARON,
1989-01,1TGT,5.0
1989-01,EG3M,
1989-01,1M,5.6875
1989-01,3M0,5.875
1989-01,6M,5.9375
1989-01,12M,5.9375
1989-01,3M1,9.375
1989-01,3M2,4.59375
1989-01,3M3,13.0625
1989-01,3M4,8.4375
1989-02,SARON,
1989-02,1TGT,4.875
1989-02,EG3M,
1989-02,1M,6.0
1989-02,3M0,6.125
1989-02,6M,6.25
1989-02,12M,6.25
1989-02,3M1,10.3125
1989-02,3M2,4.75
1989-02,3M3,13.4375
1989-02,3M4,9.25
1989-03,SARON,
1989-03,1TGT,4.75
1989-03,EG3M,
1989-03,1M,5.6875
1989-03,3M0,5.875
1989-03,6M,6.125
1989-03,12M,6.203130000000001
1989-03,3M1,10.3125
1989-03,3M2,4.625
1989-03,3M3,13.0625
1989-03,3M4,8.75
1989-04,SARON,
1989-04,1TGT,6.125
1989-04,EG3M,
1989-04,1M,6.625
1989-04,3M0,6.625
1989-04,6M,6.625
1989-04,12M,6.625
1989-04,3M1,9.9375
1989-04,3M2,4.8125
1989-04,3M3,13.01563
1989-04,3M4,8.625
1989-05,SARON,
1989-05,1TGT,8.1875
1989-05,EG3M,
1989-05,1M,8.4375
1989-05,3M0,8.25
1989-05,6M,8.0
1989-05,12M,7.8125
1989-05,3M1,9.5625
1989-05,3M2,5.1875
1989-05,3M3,14.28125
1989-05,3M4,9.25
1989-06,SARON,
1989-06,1TGT,7.5
1989-06,EG3M,
1989-06,1M,7.5625
1989-06,3M0,7.5
1989-06,6M,7.375
1989-06,12M,7.25
1989-06,3M1,9.3125
1989-06,3M2,5.53125
1989-06,3M3,14.21875
1989-06,3M4,9.5
1989-07,SARON,
1989-07,1TGT,7.0
1989-07,EG3M,
1989-07,1M,7.125
1989-07,3M0,7.0
1989-07,6M,6.875
1989-07,12M,6.796880000000001
1989-07,3M1,8.5625
1989-07,3M2,5.375
1989-07,3M3,13.875
1989-07,3M4,9.25
1989-08,SARON,
1989-08,1TGT,7.0625
1989-08,EG3M,
1989-08,1M,7.5
1989-08,3M0,7.5
1989-08,6M,7.5
1989-08,12M,7.375
1989-08,3M1,9.0
1989-08,3M2,5.5625
1989-08,3M3,14.0
1989-08,3M4,9.75
1989-09,SARON,
1989-09,1TGT,7.0
1989-09,EG3M,
1989-09,1M,7.75
1989-09,3M0,7.9375
1989-09,6M,7.9375
1989-09,12M,7.8125
1989-09,3M1,9.1875
1989-09,3M2,5.6875
1989-09,3M3,14.875
1989-09,3M4,10.4375
1989-10,SARON,
1989-10,1TGT,7.375
1989-10,EG3M,
1989-10,1M,7.875
1989-10,3M0,8.0
1989-10,6M,8.0
1989-10,12M,7.9375
1989-10,3M1,8.6875
1989-10,3M2,6.5625
1989-10,3M3,15.375
1989-10,3M4,10.8125
1989-11,SARON,
1989-11,1TGT,7.375
1989-11,EG3M,
1989-11,1M,7.8125
1989-11,3M0,7.9375
1989-11,6M,7.9375
1989-11,12M,7.875
1989-11,3M1,8.5
1989-11,3M2,6.6875
1989-11,3M3,15.25
1989-11,3M4,11.0
1989-12,SARON,
1989-12,1TGT,9.6875
1989-12,EG3M,
1989-12,1M,9.375
1989-12,3M0,9.1875
1989-12,6M,8.875
1989-12,12M,8.625
1989-12,3M1,8.375
1989-12,3M2,6.9375
1989-12,3M3,15.1875
1989-12,3M4,11.375
1990-01,SARON,
1990-01,1TGT,8.625
1990-01,EG3M,
1990-01,1M,9.625
1990-01,3M0,9.6875
1990-01,6M,9.625
1990-01,12M,9.4375
1990-01,3M1,8.375
1990-01,3M2,7.0625
1990-01,3M3,15.125
1990-01,3M4,11.125
1990-02,SARON,
1990-02,1TGT,8.6875
1990-02,EG3M,
1990-02,1M,9.1875
1990-02,3M0,9.3125
1990-02,6M,9.375
1990-02,12M,9.375
1990-02,3M1,8.375
1990-02,3M2,7.375
1990-02,3M3,15.1875
1990-02,3M4,11.125
1990-03,SARON,
1990-03,1TGT,8.5
1990-03,EG3M,
1990-03,1M,8.9375
1990-03,3M0,9.0
1990-03,6M,9.0
1990-03,12M,9.0625
1990-03,3M1,8.5
1990-03,3M2,7.4375
1990-03,3M3,15.25
1990-03,3M4,10.1875
1990-04,SARON,
1990-04,1TGT,8.625
1990-04,EG3M,
1990-04,1M,9.375
1990-04,3M0,9.375
1990-04,6M,9.375
1990-04,12M,9.375
1990-04,3M1,8.6875
1990-04,3M2,7.4375
1990-04,3M3,15.375
1990-04,3M4,10.6875
1990-05,SARON,
1990-05,1TGT,8.875
1990-05,EG3M,
1990-05,1M,8.8125
1990-05,3M0,8.8125
1990-05,6M,8.75
1990-05,12M,8.625
1990-05,3M1,8.375
1990-05,3M2,7.375
1990-05,3M3,15.1875
1990-05,3M4,10.25
1990-06,SARON,
1990-06,1TGT,8.9375
1990-06,EG3M,
1990-06,1M,9.0625
1990-06,3M0,9.0
1990-06,6M,8.875
1990-06,12M,8.5
1990-06,3M1,8.375
1990-06,3M2,7.75
1990-06,3M3,15.0
1990-06,3M4,10.375
1990-07,SARON,
1990-07,1TGT,8.5625
1990-07,EG3M,
1990-07,1M,8.96875
1990-07,3M0,8.95313
1990-07,6M,8.9375
1990-07,12M,8.625
1990-07,3M1,7.984380000000001
1990-07,3M2,7.8125
1990-07,3M3,15.0625
1990-07,3M4,10.0625
1990-08,SARON,
1990-08,1TGT,7.125
1990-08,EG3M,
1990-08,1M,8.375
1990-08,3M0,8.625
1990-08,6M,8.6875
1990-08,12M,8.6875
1990-08,3M1,8.0625
1990-08,3M2,8.25
1990-08,3M3,15.0
1990-08,3M4,10.21875
1990-09,SARON,
1990-09,1TGT,7.25
1990-09,EG3M,
1990-09,1M,7.9375
1990-09,3M0,8.25
1990-09,6M,8.375
1990-09,12M,8.4375
1990-09,3M1,8.3125
1990-09,3M2,8.5
1990-09,3M3,15.0
1990-09,3M4,10.25
1990-10,SARON,
1990-10,1TGT,7.625
1990-10,EG3M,
1990-10,1M,8.125
1990-10,3M0,8.3125
1990-10,6M,8.375
1990-10,12M,8.375
1990-10,3M1,8.0625
1990-10,3M2,8.25
1990-10,3M3,13.6875
1990-10,3M4,9.9375
1990-11,SARON,
1990-11,1TGT,7.3125
1990-11,EG3M,
1990-11,1M,8.98438
1990-11,3M0,8.9375
1990-11,6M,8.75
1990-11,12M,8.625
1990-11,3M1,8.3125
1990-11,3M2,8.4375
1990-11,3M3,13.625
1990-11,3M4,10.375
1990-12,SARON,
1990-12,1TGT,8.75
1990-12,EG3M,
1990-12,1M,8.75
1990-12,3M0,8.75
1990-12,6M,8.75
1990-12,12M,8.5625
1990-12,3M1,7.578130000000001
1990-12,3M2,8.25
1990-12,3M3,14.0625
1990-12,3M4,10.5625
1991-01,SARON,
1991-01,1TGT,7.625
1991-01,EG3M,
1991-01,1M,8.125
1991-01,3M0,8.125
1991-01,6M,8.125
1991-01,12M,8.0625
1991-01,3M1,7.0625
1991-01,3M2,8.25
1991-01,3M3,14.0
1991-01,3M4,10.1875
1991-02,SARON,
1991-02,1TGT,8.1875
1991-02,EG3M,
1991-02,1M,8.3125
1991-02,3M0,8.25
1991-02,6M,8.125
1991-02,12M,7.875
1991-02,3M1,6.875
1991-02,3M2,8.1875
1991-02,3M3,12.75
1991-02,3M4,9.5625
1991-03,SARON,
1991-03,1TGT,8.6875
1991-03,EG3M,
1991-03,1M,8.75
1991-03,3M0,8.625
1991-03,6M,8.4375
1991-03,12M,8.0
1991-03,3M1,6.375
1991-03,3M2,7.90625
1991-03,3M3,12.5
1991-03,3M4,9.5625
1991-04,SARON,
1991-04,1TGT,8.4375
1991-04,EG3M,
1991-04,1M,8.625
1991-04,3M0,8.625
1991-04,6M,8.5
1991-04,12M,8.1875
1991-04,3M1,6.1875
1991-04,3M2,8.0625
1991-04,3M3,11.8125
1991-04,3M4,9.625
1991-05,SARON,
1991-05,1TGT,7.375
1991-05,EG3M,
1991-05,1M,8.0
1991-05,3M0,8.0
1991-05,6M,8.0
1991-05,12M,7.875
1991-05,3M1,6.0625
1991-05,3M2,7.75
1991-05,3M3,11.39063
1991-05,3M4,9.9375
1991-06,SARON,
1991-06,1TGT,7.5
1991-06,EG3M,
1991-06,1M,7.9375
1991-06,3M0,8.0
1991-06,6M,8.0
1991-06,12M,7.875
1991-06,3M1,6.1875
1991-06,3M2,7.9375
1991-06,3M3,11.375
1991-06,3M4,10.0625
1991-07,SARON,
1991-07,1TGT,7.5
1991-07,EG3M,
1991-07,1M,7.828130000000001
1991-07,3M0,7.9375
1991-07,6M,8.0
1991-07,12M,7.875
1991-07,3M1,6.0625
1991-07,3M2,7.390630000000001
1991-07,3M3,11.1875
1991-07,3M4,10.101560000000001
1991-08,SARON,
1991-08,1TGT,7.75
1991-08,EG3M,
1991-08,1M,8.14063
1991-08,3M0,8.0625
1991-08,6M,8.0
1991-08,12M,7.875
1991-08,3M1,5.6875
1991-08,3M2,7.25
1991-08,3M3,10.875
1991-08,3M4,9.8125
1991-09,SARON,
1991-09,1TGT,8.3125
1991-09,EG3M,
1991-09,1M,8.1875
1991-09,3M0,8.25
1991-09,6M,8.1875
1991-09,12M,8.0
1991-09,3M1,5.625
1991-09,3M2,6.625
1991-09,3M3,10.375
1991-09,3M4,10.0
1991-10,SARON,
1991-10,1TGT,6.5
1991-10,EG3M,
1991-10,1M,8.04688
1991-10,3M0,8.375
1991-10,6M,8.375
1991-10,12M,8.375
1991-10,3M1,5.25
1991-10,3M2,6.25
1991-10,3M3,10.5
1991-10,3M4,9.9375
1991-11,SARON,
1991-11,1TGT,7.0625
1991-11,EG3M,
1991-11,1M,8.1875
1991-11,3M0,8.125
1991-11,6M,8.0625
1991-11,12M,7.9375
1991-11,3M1,5.0
1991-11,3M2,6.125
